Title,Chapter,Verse,English Translation
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.6,"O Arjuna, whatever entity (being or object) one thinks about during the time of his death while leaving his body, that is what he shall become in his next life."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.7,"Therefore,O Arjuna, think of Me at all times, even while you fight this battle. If you surrender your mind and intellect to Me, dear friend, you will undoubtedly come to Me and unite with Me in heaven."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.8,"Arjuna, one who is constantly performing meditation upon God without letting his mind wander in any other direction, achieves supreme salvation (union with God)"
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.9,"Dear Arjuna, one who is constantly fixed in meditation upon God, who is the omniscient (everywhere), omnipotent (ever-powerful), infinite (never-ending) ruler over all being, preserver of everybody, whose form cannot be conceived readily by any being, who is as brilliant as the Sun, and who is beyond the darkness of ignorance."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.10,"The Lord Continued: That devoted person, at time of death, with a controlled mind, full of devotion to God, by the power of Yoga, fixing his last few breath in his life in between his eyebrows, only remembering the Supreme God, obtains God, the Supreme Divine Being."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.11,"The Blessed Lord Spoke: O Arjuna, that which the scholars of the Vedas (those who study and are knowledgeable of the Vedas), who are self-controlled and passion-free. enter into, leading the life of celibacy and detachment from all things and being, this Supreme Being shall be made clear to you briefly."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.12,"When a Yogi has fully controlled all of his senses, fixes his mind in the heart, concentrates on nothing but God, concentrates all of his life?s breath in his head, fully establishes his being in the practice of Yoga. Just as one is about to leave his body, he should chant ?Om? as one of God?s many names, thinking of Me(the Lord) in the last few moments of his life. This is the key to the attainment of the Supreme state known as salvation."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.13,"Uttering the one-syllabled OM ? the (symbol of) BRAHMAN ? and remembering Me, he who departs, leaving the body, attains the Supreme Goal."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.14,"O Arjuna, the Yogi who is established in Me, with his mind constantly fixed on Me, continually remembering Me, can easily attain me."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.15,"O Arjuna, the great sages (wise men,Yogis) having achieved Supreme perfection in their life, come to Me, and do not take rebirth which is temporary and full of suffering."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.16,"All the worlds in the universe, including this one, O Arjuna, are subject to appear and disappear, go and return again, to be created and recreated, but, Arjuna, when one has attained Me, he is never born again into this world of suffering and temporary pleasure."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.17,"Those who knows that Brahma?s (the Supreme Creator) one day lasts 1,000 yugas and one night ends 1,000 yugus, truly know the essence of time."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.18,"Dear Arjuna, try to understand that all that is visible in this world comes out from within Brahma (Creator of the world) at the start of his day."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.19,"O Arjuna, all beings in this world, by the force of their nature, are born again and again, and dissolve repeatedly as well. They perish and join Brahma at the start of his night, and are born again at the start of his day."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.20,"O Arjuna, one should always remember that there is a path that leads out of this cycle and into a world of eternal unmanifest, where one is never subject to being born, destroyed and reborn again. It is a world of immortality in which one lives forever in peace and eternal happiness"
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.21,"The unmanifest (uncreated) is eternal and indestructible, O son of Kunti, and is the ultimate goal for all beings to achieve.When one has finally reached this ultimate goal, he does not come back into this world of temporary pleasure and misery. He achieves supreme bliss, peace and contentment. He then lives forever in My Supreme Abode."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.22,"Dear Arjuna, that God within whom all beings are contained and that God who rules over all the universe, can be attained by complete devotion."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.23,"Dear Arjuna, now I shall tell you of the two paths by which the Yogi returns (comes back and is born into this world again) and by which the Yogi does not return (is not born into this world again.)"
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.24,"Those Yogis who follow the path of fire, light, daytime, bright fortnight, and the six months of the northern path of the sun, go to Brahma and are not born into the world again."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.25,"Those Yogis who follow the path of smoke, night-time, the dark fortnight, the six months of southern path, go to heaven and are eventually reborn back into the world."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.26,"The Blessed Lord Krishna continued: These bright and dark paths are considered to be the two original paths of the universe. By following the bright path, the Yogi reaches the Supreme State from where there is no return. Going by the other path, the Yogi is subject to birth and death as many times as he chooses to follow this path.
"
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.27,"O Arjuna, knowing these two paths, no Yogi ever becomes confused, deluded or unhappy. Therefore Arjuna, you should try to achieve Yoga, the Supreme state of happiness, at all times."
Aksara-ParaBrahma Yoga,Chapter 8,Verse 8.28,"Whatever achievements are obtained by the study of the Vedas, by sacrifices, and by giving to charities, the Yogi goes beyond all of these achievements and achieves the ultimate goal and learns the ultimate secret: the attainment of the eternal Supreme state by constantly practising Yoga."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.1,"Lord Krishna continued: Dear Arjuna, I shall explain to you this ultimate secret and Gyan which is the knowledge of all that is manifest (to emerge from Brahma and be born in this world) and all that is unmanifest (to become one with Brahma and forever be liberated from this world of suffering)."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.2,"This Gyan is the most significant secret knowledge in the universe, O Arjuna. It is very pure and helpful to all beings. It produces direct and favourable results. This virtuous secret is easy to practice and is imperishable."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.3,"Arjuna, those people who do not have faith in these principles and in this secret knowledge do not attain Me (the ultimate goal) and thus, move into a world if darkness and death."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.4,I am present in all of the universe (on every world) in my unmanifest (unseen) form. All beings are contained in Me but I am not always contained in them.
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.5,"O Arjuna, you must also understand that all the beings in this universe are not within Me.
Behold the effects of My Yoga (spiritual power), though I sustain and create all beings, in reality, My Self dwells not in these beings."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.6,"Arjuna, you must clearly understand that just as the vast wind moves in all directions in the sky, similarly all beings are placed in Me."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.7,"O Arjuna, all beings realize and attain My true nature at the end of Brahma?s Day knows as Kalpa. I, the Supreme Being, create them again at the beginning of every Kalpa."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.8,"O Arjuna, I create all beings again and again according to their karma (performed actions in their past life) out of My Maya (spiritually powerful nature)."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.9,"Dear Arjuna, Karma has no affect on Me whatsoever. I am unattached and indifferent to Karma. I have no bondage to Karma at all."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.10,"Dear Arjuna, under My supervision, it is through My Maya (nature) that the universe is created with all animate and inanimate (living and non-living) beings. It is because of this fact that the whole universe revolves around the cycle of birth and death."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.11,"Not knowing and fully understanding My Supreme Nature, all ignorant and unspiritual people in this world regard Me as insignificant when I am in human form. They fail to see and realize that I am the Lord of all beings."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.12,"The Lord spoke onward: These ignorant people with futile hopes, vain actions (Karma), and false knowledge (spiritual and non-spiritual Gyan) have a misleading and evil nature."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.13,"But, Arjuna, always heed that all saints, Yogis and wise men, with their godly, spiritual nature,regard Me as the prime cause of all beings (the Creator of the world) and indestructible. They worship Me with one-mindedness, never letting their minds go astray and be affected by worldly objects, attachment to Karma, and false Gyan."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.14,"True devotees of mine, O Arjuna, always have a firm belief in Me, constantly chant My name, bowing before Me, are always absorbed in My thought and worship Me with true love and devotion."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.15,"Several people worship Me in different ways, My dear friend. Some choose to worship Me with their offering of knowledge (Gyan Yagya); others worship Me in my absolute (formless) form as part of their own self; and still others choose to worship Me as their Divine Master, in My several different and diverse forms. However, Arjuna, realize that I am One and Universal even though I take on several forms."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.16,"Arjuna, you must understand that I am everything in this world.
I am the Vedic rituals; I am the sacrifice and the offerings (Yogya); I am the represent all herbal life
I am the Mantra (Vedic); I am purified butter; I am fire; I am the very act of offering in sacrifices."
Raja-Vidya-Raja-Guhya Yoga,Chapter 9,Verse 9.17,"I am the sustainer, the father,mother, and grandfather of the whole universe. I represent all that is knowable and worth knowing
I am the Supreme Purifier of all things in the Universe and I represent all of the Vedas in the Universe also, namely, Rig Veda, Yajur Veda and Sama Veda."
