,Title,Chapter,Verse,English Translation,a1,a2,a3,a4,a5
285,Jnana-Vijnana Yoga,7,7,"Arjuna, there is in reality absolutely nothing else but Me, I am all there is in this whole universe and everything is threaded into Me like the pearls in a necklace.",1591.9076,1328.3032,797.7756,0.0,0.0
286,Jnana-Vijnana Yoga,7,8,"Dear Arjuna, I am the essence (the life) of water. I am the light in the Moon and the Sun; I am the ?OM? in all of the Vedas (Holy Scriptures of the Hindu Religion). I am the sound and vibrations in the sky and the manliness in all men.",276.29956,513.6648,788.5321,0.0,0.0
287,Jnana-Vijnana Yoga,7,9,"I am the aroma (fragrance) in the earth, the radiance in the fire. I am ?life? in all beings, and I represent the sacrifice in all religious and sacrificial ceremonies.",1356.9084,1138.3757,695.7811,0.0,0.0
288,Jnana-Vijnana Yoga,7,10,"Arjuna, know Me; I am the core of all beings. I am the intelligence in the intelligent, and I represent the valour in the valiant men of this world.",1560.137,1306.2672,807.2452,0.0,0.0
289,Jnana-Vijnana Yoga,7,11,"Arjuna, my dear devotee, I am the strength in those that are strong and who are free from desire and attachment. I am the controlled, passion in all beings not contrary to Dharma.",2046.8951,1712.8889,1005.94434,0.0,0.0
290,Jnana-Vijnana Yoga,7,12,"Arjuna, I am also all the thoughts borne out of Sattvik (pure), Rajasik (high activity) and Tamasik (evil) elements that surround this world. Consider them all as created by Me. However, always remember, I am neither in them, nor are they in me.",183.11412,231.77925,411.84305,0.0,0.0
291,Jnana-Vijnana Yoga,7,13,"The whole universe, o Son of Kunti, is deluded by the Sattvik, Rajasik, and Tamasik Gunas (Components or Parts of nature). However,the truth is that I, the Supreme, Imperishable God, am above all of these Gunas.",0.0,785.94257,814.8688,1101.2253,0.0
292,Jnana-Vijnana Yoga,7,14,"Because My divine nature (many) consisting of these three parts, is very powerful,only those who continuously worship me, rise above these three Gunas (parts of nature) and cease to be deluded by them.",0.0,773.65326,851.7086,1019.18115,0.0
293,Jnana-Vijnana Yoga,7,15,"Those who have lost their Gyan (wisdom) because of the pursuit of power (maya) and those who are evil in nature and are constantly engaged in evil deeds, do not worship Me, O Arjuna.",0.0,604.3578,592.80597,1330.5574,0.0
294,Jnana-Vijnana Yoga,7,16,"In this world there are only four types of pure and divine (pious) people who worship Me,dear Arjuna; those in distress, the seekers of knowledge and wisdom, the wise (Yogis) and those who desire material wealth.",0.0,784.5713,751.9184,1826.2668,0.0
295,Jnana-Vijnana Yoga,7,17,"Among all of these, O Arjuna, only the wise who are always thinking of Me with true love and devotion, are special and dear to Me, and I am dear to them as well.",1430.4823,1187.1906,783.94104,0.0,0.0
296,Jnana-Vijnana Yoga,7,18,"Although all of those who worship Me,Arjuna, are dear and sublime to Me, But because I regard a Gyani (man of wisdom) or Yogi to be of my own image, that Yogi will always reside in Me, the Almighty.",971.15924,785.3951,614.26935,0.0,0.0
297,Jnana-Vijnana Yoga,7,19,"A Gyani or wise man who worship Me with great love and devotion during many or all of his birth, truly realizes Me as the ?be-all? and the ?end-all?. And he is considered by Me to be a great sage.",1253.4366,1044.783,690.9888,0.0,0.0
298,Jnana-Vijnana Yoga,7,20,"Driven by the desires which exist in their nature, ignorant people worship other Deities with rituals.",0.0,1086.5243,1437.894,1005.1829,0.0
299,Jnana-Vijnana Yoga,7,21,"Whichever god (deity) a person wishes to worship with faith, O Arjuna, I am the one who establishes or builds his faith in that deity.",931.8572,770.5122,499.888,0.0,0.0
300,Jnana-Vijnana Yoga,7,22,"Thus, once these people have been given their faith by Me, the devotees try to worship the deities they choose to worship, and they ultimately achieve their desires as ordered and directed by Me, the Deity of deities",696.8688,853.3404,1080.3577,0.0,0.0
301,Jnana-Vijnana Yoga,7,23,"The Lord said solemnly: But the reward of those ignorant people who worship other deities is only temporary. Those who worship other deities go to those deities after death but those who worship Me, attain Me, and come to Me.",1202.363,998.3431,663.21484,0.0,0.0
302,Jnana-Vijnana Yoga,7,24,"Dear Arjuna, those people who have little intelligence fail to regard Me as the Supreme, indestructible, the Almighty, and unmanifest (not readily perceived by the senses); instead, they regard Me as a mere mortal and ordinary human being.",0.0,666.12695,829.9866,773.5705,0.0
303,Jnana-Vijnana Yoga,7,25,"Shrouded by My own Yogmaya (divine powers), I am not visible to everybody. Those who are ignorant, however, do not know Me as unborn and indestructible (eternal). They will never be able to see Me, O Arjuna. Only those who are dear and devoted to Me, see Me.",969.8484,805.8505,446.97354,0.0,0.0
304,Jnana-Vijnana Yoga,7,26,"O Arjuna, although I know of every single being who was in the past, who is at the present, and who will be in the future, nobody really knows Me.",1310.9337,1071.3523,852.1026,0.0,0.0
305,Jnana-Vijnana Yoga,7,27,"Arjuna, in this world, most beings are confused and deluded by the doubts created by desire and envy, and they become victims of ignorance and Agyan (lack of wisdom).",0.0,1221.3043,1178.4302,2115.4062,0.0
306,Jnana-Vijnana Yoga,7,28,"O Arjuna, there are, however, some pious people whose sins have been destroyed and are free from all worldly attachments, who worship Me with a firm, undeluded mind.",1008.33905,824.78455,632.5276,0.0,0.0
307,Jnana-Vijnana Yoga,7,29,"Arjuna, those who make an effort to attain Me and take refuge in Me, achieve deliverance from old age and death, and they also fully understand Brahma, (the infinite never-ending) Adhyatma (self) and all Karma (actions) in this world.",0.0,559.22095,529.58514,1599.1166,0.0
308,Jnana-Vijnana Yoga,7,30,"Only those wise men (Yogis) who truly know Me as being above all elements of the world (Adhibhutha), above all Deities, and above all sacrifices, experience Me even at the end of their existence on earth (death), and they ultimately attain Me, the Supreme Soul.",0.0,511.26797,483.539,1526.3661,0.0
309,Aksara-ParaBrahma Yoga,8,1,"Arjuna askedthe Lord:Dear Krishna, I have often encountered the terms Brahman, Adhyatma, Karma, Adhibhutam and Adhidaivam, yet I fail to understand the true meaning of these.",1235.1693,1028.4415,664.1781,0.0,0.0
310,Aksara-ParaBrahma Yoga,8,2,"Arjuna continued: Furthermore, O Krishna, I am puzzld by the Adhiyoga. Who is he? How does he dwell in one?s body? Lastly, dear Lord, how do true Yogis come to know you in the ultimate end.",1589.675,1331.2317,767.42566,0.0,0.0
311,Aksara-ParaBrahma Yoga,8,3,"The Lord replied:Dear Arjuna, always remember that Brahma is the Supreme imperishable (everlasting); the Universal Soul. The Jeevatma or the soul within one?s body is known as Adhyatma.Karma is the offering made to the Gods that causes the creation or manifestation and also the preservation or sustenance of beings.",0.0,841.07416,874.0859,1466.4432,0.0
312,Aksara-ParaBrahma Yoga,8,4,"The Lord further explained: Adhibhutam represents all perishable or temporary objects. Brahma, the Universal Soul is the Adhidaivam. O Arjuna, I the Vasudeva, am Adhiyga here in this body and form.",632.96674,492.73315,520.6003,0.0,0.0
313,Aksara-ParaBrahma Yoga,8,5,"Lord Krishna solemnly proclaimed: O Arjuna, he who thinks only of Me at the time of his death, undoubtedly will come to Me.",0.0,570.1337,896.28894,253.15,0.0
314,Aksara-ParaBrahma Yoga,8,6,"O Arjuna, whatever entity (being or object) one thinks about during the time of his death while leaving his body, that is what he shall become in his next life.",121.45453,625.17834,986.8914,142.33548,0.0
315,Aksara-ParaBrahma Yoga,8,7,"Therefore,O Arjuna, think of Me at all times, even while you fight this battle. If you surrender your mind and intellect to Me, dear friend, you will undoubtedly come to Me and unite with Me in heaven.",1476.054,1229.7104,756.981,0.0,0.0
316,Aksara-ParaBrahma Yoga,8,8,"Arjuna, one who is constantly performing meditation upon God without letting his mind wander in any other direction, achieves supreme salvation (union with God)",0.0,650.98096,761.5706,786.32043,0.0
317,Aksara-ParaBrahma Yoga,8,9,"Dear Arjuna, one who is constantly fixed in meditation upon God, who is the omniscient (everywhere), omnipotent (ever-powerful), infinite (never-ending) ruler over all being, preserver of everybody, whose form cannot be conceived readily by any being, who is as brilliant as the Sun, and who is beyond the darkness of ignorance.",0.0,780.7208,787.2097,1508.3103,0.0
318,Aksara-ParaBrahma Yoga,8,10,"The Lord Continued: That devoted person, at time of death, with a controlled mind, full of devotion to God, by the power of Yoga, fixing his last few breath in his life in between his eyebrows, only remembering the Supreme God, obtains God, the Supreme Divine Being.",0.0,1164.5399,1410.5226,1287.8649,0.0
319,Aksara-ParaBrahma Yoga,8,11,"The Blessed Lord Spoke: O Arjuna, that which the scholars of the Vedas (those who study and are knowledgeable of the Vedas), who are self-controlled and passion-free. enter into, leading the life of celibacy and detachment from all things and being, this Supreme Being shall be made clear to you briefly.",0.0,910.5649,1155.2244,974.17944,0.0
320,Aksara-ParaBrahma Yoga,8,12,"When a Yogi has fully controlled all of his senses, fixes his mind in the heart, concentrates on nothing but God, concentrates all of his life?s breath in his head, fully establishes his being in the practice of Yoga. Just as one is about to leave his body, he should chant ?Om? as one of God?s many names, thinking of Me(the Lord) in the last few moments of his life. This is the key to the attainment of the Supreme state known as salvation.",0.0,1095.7316,1640.8389,706.2907,0.0
321,Aksara-ParaBrahma Yoga,8,13,"Uttering the one-syllabled OM ? the (symbol of) BRAHMAN ? and remembering Me, he who departs, leaving the body, attains the Supreme Goal.",0.0,616.45856,585.14435,1431.0347,0.0
322,Aksara-ParaBrahma Yoga,8,14,"O Arjuna, the Yogi who is established in Me, with his mind constantly fixed on Me, continually remembering Me, can easily attain me.",413.58374,357.07172,441.8712,0.0,0.0
323,Aksara-ParaBrahma Yoga,8,15,"O Arjuna, the great sages (wise men,Yogis) having achieved Supreme perfection in their life, come to Me, and do not take rebirth which is temporary and full of suffering.",0.0,654.71875,840.15326,712.9251,0.0
324,Aksara-ParaBrahma Yoga,8,16,"All the worlds in the universe, including this one, O Arjuna, are subject to appear and disappear, go and return again, to be created and recreated, but, Arjuna, when one has attained Me, he is never born again into this world of suffering and temporary pleasure.",1137.9138,917.2951,873.1241,0.0,0.0
325,Aksara-ParaBrahma Yoga,8,17,"Those who knows that Brahma?s (the Supreme Creator) one day lasts 1,000 yugas and one night ends 1,000 yugus, truly know the essence of time.",0.0,579.60254,730.0432,622.10364,0.0
326,Aksara-ParaBrahma Yoga,8,18,"Dear Arjuna, try to understand that all that is visible in this world comes out from within Brahma (Creator of the world) at the start of his day.",0.0,935.17,1343.1819,705.8817,0.0
327,Aksara-ParaBrahma Yoga,8,19,"O Arjuna, all beings in this world, by the force of their nature, are born again and again, and dissolve repeatedly as well. They perish and join Brahma at the start of his night, and are born again at the start of his day.",0.0,1242.9694,1596.238,1232.2722,0.0
